Sample	Date of Collection	Pangolin	Month	Week
ME-CDC-QDX29260506	2021-09-27	AY.47	2021-9	2021-39
ME-CDC-QDX29260503	2021-09-27	AY.25	2021-9	2021-39
ME-CDC-QDX29260504	2021-09-27	AY.44	2021-9	2021-39
ME-CDC-ASC210407289	2021-09-11	AY.44	2021-9	2021-36
ME-CDC-ASC210407285	2021-09-11	AY.119.2	2021-9	2021-36
ME-CDC-ASC210406810	2021-09-11	AY.117	2021-9	2021-36
ME-CDC-ASC210407639	2021-09-12	AY.25	2021-9	2021-37
ME-CDC-ASC210406446	2021-09-13	AY.25	2021-9	2021-37
ME-CDC-ASC210410459	2021-09-14	AY.25	2021-9	2021-37
ME-CDC-ASC210410464	2021-09-14	AY.114	2021-9	2021-37
ME-CDC-ASC210410466	2021-09-14	AY.103	2021-9	2021-37
ME-CDC-ASC210410846	2021-09-14	AY.103	2021-9	2021-37
ME-CDC-ASC210407209	2021-09-14	AY.103	2021-9	2021-37
ME-CDC-ASC210407208	2021-09-14	AY.25	2021-9	2021-37
ME-CDC-ASC210410304	2021-09-15	AY.103	2021-9	2021-37
ME-CDC-ASC210410790	2021-09-15	AY.103	2021-9	2021-37
ME-CDC-QDX28938973	2021-09-16	AY.103	2021-9	2021-37
ME-CDCBI-CRSP_7EUSRPQSFZ2ZBXUX	2021-10-04	AY.103	2021-10	2021-40
ME-CDCBI-CRSP_ATF326ZJKJRIE52I	2021-10-04	AY.3	2021-10	2021-40
ME-CDCBI-CRSP_ITFKR7FY3RKC7UGO	2021-10-04	AY.103	2021-10	2021-40
ME-CDC-LC0307658	2021-09-25	AY.39.1	2021-9	2021-38
ME-CDC-LC0312771	2021-09-27	AY.44	2021-9	2021-39
ME-CDC-LC0310692	2021-09-30	AY.103	2021-9	2021-39
ME-CDC-STM-000734256	2021-09-21	AY.25	2021-9	2021-38
ME-CDC-ASC210185437	2021-08-06	AY.3	2021-8	2021-31
ME-CDC-ASC210275433	2021-08-04	XB	2021-8	2021-31
ME-CDC-ASC210190723	2021-08-09	AY.3	2021-8	2021-32
ME-CDC-ASC210192828	2021-08-24	AY.3	2021-8	2021-34
ME-CDC-ASC210192829	2021-08-24	AY.47	2021-8	2021-34
ME-CDC-ASC210104518	2021-09-03	B.1	2021-9	2021-35
ME-CDC-ASC210085082	2021-09-12	AY.100	2021-9	2021-37
ME-CDC-ASC210084363	2021-09-09	AY.26	2021-9	2021-36
ME-CDC-STM-000737643	2021-10-01	AY.44	2021-10	2021-39
ME-JAX-JAX-2141-046	2021-10-04	AY.47	2021-10	2021-40
ME-JAX-JAX-2141-047	2021-10-06	AY.25.1	2021-10	2021-40
ME-JAX-JAX-2141-048	2021-10-06	AY.119	2021-10	2021-40
ME-JAX-JAX-2141-050	2021-10-06	AY.25	2021-10	2021-40
ME-JAX-JAX-2141-051	2021-10-06	AY.103	2021-10	2021-40
ME-JAX-JAX-2141-052	2021-10-07	AY.44	2021-10	2021-40
ME-JAX-JAX-2141-053	2021-10-07	AY.47	2021-10	2021-40
ME-CDC-QDX29260389	2021-09-24	AY.25.1	2021-9	2021-38
ME-CDC-QDX29260398	2021-09-24	AY.114	2021-9	2021-38
ME-CDC-QDX29260391	2021-09-25	AY.44	2021-9	2021-38
ME-CDC-QDX29260393	2021-09-25	AY.25	2021-9	2021-38
ME-CDC-QDX29260384	2021-09-25	AY.103	2021-9	2021-38
ME-CDC-QDX29260395	2021-09-25	AY.25	2021-9	2021-38
ME-CDC-QDX29260399	2021-09-25	AY.44	2021-9	2021-38
ME-CDC-QDX29260394	2021-09-25	AY.117	2021-9	2021-38
ME-CDC-QDX29260375	2021-09-25	AY.44	2021-9	2021-38
ME-CDC-QDX29260410	2021-09-26	AY.44	2021-9	2021-39
ME-CDC-QDX29260473	2021-09-27	AY.25	2021-9	2021-39
ME-CDC-QDX29361153	2021-09-29	AY.3	2021-9	2021-39
ME-CDC-QDX29361163	2021-09-29	AY.119.2	2021-9	2021-39
ME-CDC-QDX29361217	2021-09-30	AY.47	2021-9	2021-39
ME-CDC-QDX29361211	2021-09-30	AY.44	2021-9	2021-39
ME-CDC-QDX29361212	2021-09-30	AY.39	2021-9	2021-39
ME-CDC-QDX29361280	2021-10-01	AY.119.2	2021-10	2021-39
ME-CDC-QDX29361249	2021-10-01	AY.44	2021-10	2021-39
ME-CDC-QDX29361246	2021-10-01	AY.118	2021-10	2021-39
ME-CDC-QDX29361289	2021-10-01	AY.3	2021-10	2021-39
ME-CDC-QDX29361275	2021-10-01	AY.103	2021-10	2021-39
ME-CDC-QDX29361253	2021-10-01	AY.25	2021-10	2021-39
ME-CDC-QDX29361242	2021-10-01	AY.25.1	2021-10	2021-39
ME-CDC-QDX29361279	2021-10-01	AY.26	2021-10	2021-39
ME-CDC-QDX29361243	2021-10-01	AY.26	2021-10	2021-39
ME-CDC-QDX29361244	2021-10-01	AY.103	2021-10	2021-39
ME-CDC-QDX29361304	2021-10-02	AY.14	2021-10	2021-39
ME-CDC-ASC210328510	2021-09-19	AY.25	2021-9	2021-38
ME-CDC-ASC210328512	2021-09-19	AY.46.1	2021-9	2021-38
ME-CDC-ASC210327231	2021-09-19	AY.3	2021-9	2021-38
ME-CDC-ASC210327937	2021-09-20	AY.103	2021-9	2021-38
ME-CDC-ASC210329987	2021-09-21	AY.4	2021-9	2021-38
ME-CDC-ASC210086468	2021-09-21	AY.25	2021-9	2021-38
ME-CDC-QDX29456107	2021-10-03	AY.26	2021-10	2021-40
ME-CDC-QDX29456108	2021-10-04	AY.100	2021-10	2021-40
ME-CDC-QDX29456113	2021-10-04	AY.103	2021-10	2021-40
ME-CDC-QDX29456111	2021-10-04	AY.25	2021-10	2021-40
ME-CDCBI-CRSP_OSXETE4XOOH5F6VI	2021-10-05	AY.103	2021-10	2021-40
ME-CDCBI-CRSP_YKKX7ZGASKXCN7WW	2021-10-05	AY.100	2021-10	2021-40
ME-CDCBI-CRSP_2SGEOSBHRIXCCZDC	2021-10-08	AY.119	2021-10	2021-40
ME-CDCBI-CRSP_GESVWEESH5HJMYYN	2021-10-08	AY.103	2021-10	2021-40
ME-CDCBI-CRSP_UMWY3YLZTSJVI7DY	2021-10-08	AY.103	2021-10	2021-40
ME-CDCBI-CRSP_HXBGHVMCSI74G4FC	2021-10-06	AY.118	2021-10	2021-40
ME-CDCBI-CRSP_AAH3HCSATCLT27FO	2021-10-07	AY.100	2021-10	2021-40
ME-CDCBI-CRSP_EKUROOZHJSFP4BW3	2021-10-07	AY.118	2021-10	2021-40
ME-CDCBI-CRSP_MVY6R2B2YMM2FMRR	2021-10-07	AY.103	2021-10	2021-40
ME-CDCBI-CRSP_W3GIY5QYMGY5EVDG	2021-10-09	AY.103	2021-10	2021-40
ME-CDC-ASC210329986	2021-09-20	AY.100	2021-9	2021-38
ME-CDC-ASC210329992	2021-09-20	AY.100	2021-9	2021-38
ME-CDC-ASC210329993	2021-09-20	AY.3	2021-9	2021-38
ME-CDC-QDX29456076	2021-10-02	AY.103	2021-10	2021-39
ME-CDC-QDX29456118	2021-10-03	AY.103	2021-10	2021-40
ME-CDC-QDX29456078	2021-10-03	AY.103	2021-10	2021-40
ME-CDC-QDX29456075	2021-10-03	AY.119.2	2021-10	2021-40
ME-CDC-QDX29456117	2021-10-03	AY.25	2021-10	2021-40
ME-CDC-QDX29456080	2021-10-03	AY.25	2021-10	2021-40
ME-CDC-QDX29456106	2021-10-04	AY.25.1	2021-10	2021-40
ME-CDC-QDX29456110	2021-10-04	AY.100	2021-10	2021-40
ME-CDC-QDX29456112	2021-10-04	AY.103	2021-10	2021-40
ME-CDC-QDX29410082	2021-09-28	AY.47	2021-9	2021-39
ME-CDC-QDX29410090	2021-09-28	AY.103	2021-9	2021-39
ME-CDC-QDX29410122	2021-09-28	AY.100	2021-9	2021-39
ME-CDC-QDX29410149	2021-09-28	AY.103	2021-9	2021-39
ME-CDC-QDX29410114	2021-09-28	AY.103	2021-9	2021-39
ME-CDC-QDX29410148	2021-09-29	AY.103	2021-9	2021-39
ME-CDC-QDX29410150	2021-09-29	AY.119.2	2021-9	2021-39
ME-CDC-QDX29361210	2021-09-30	AY.103	2021-9	2021-39
ME-CDC-QDX29361209	2021-09-30	AY.25	2021-9	2021-39
ME-CDC-QDX29361193	2021-09-30	AY.3	2021-9	2021-39
ME-CDC-QDX29361203	2021-09-30	AY.103	2021-9	2021-39
ME-CDC-QDX29361254	2021-10-01	AY.44	2021-10	2021-39
ME-CDC-QDX29410165	2021-10-01	AY.44	2021-10	2021-39
ME-CDC-QDX29361274	2021-10-01	AY.103	2021-10	2021-39
ME-CDC-QDX29361264	2021-10-01	AY.103	2021-10	2021-39
ME-CDC-QDX29361265	2021-10-01	AY.103	2021-10	2021-39
ME-CDC-QDX29361290	2021-10-01	AY.103	2021-10	2021-39
ME-CDC-QDX29361288	2021-10-01	AY.44	2021-10	2021-39
ME-CDC-QDX29410159	2021-10-02	AY.25	2021-10	2021-39
ME-CDC-QDX29361303	2021-10-02	AY.100	2021-10	2021-39
ME-CDC-QDX29410160	2021-10-02	AY.3	2021-10	2021-39
ME-CDC-QDX29361292	2021-10-02	AY.26	2021-10	2021-39
ME-CDC-QDX29361302	2021-10-02	AY.44	2021-10	2021-39
ME-CDC-QDX29410174	2021-10-02	AY.103	2021-10	2021-39
ME-CDC-QDX29410166	2021-10-03	AY.44	2021-10	2021-40
ME-CDC-QDX29410167	2021-10-03	AY.103	2021-10	2021-40
